# STATUS: PARTIAL -- regenerate after Round 1 completes. Coverage: 7 documents contributed at least one coded passage (899 passages from 917/1341 unit-question pairs attempted so far across all questions; latest Round 1 run at 67.3% of calls -- see coding/round1/run_meta.json). This file contains ALL successful records to date, but is NOT corpus-wide; re-run scripts/12_nvivo_export.py once Round 1 completes.
doc_id,unit_id,question,sub_answer,verbatim_quote,quote_verified,model,run_id
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,NATURALISED_ORDER,"order=The deployment of generative AI in government is treated as a given; the only question is how to manage data to make implementation succeed, not whether implementation should occur.",Good data management is crucial in supporting the successful implementation of generative AI solutions.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,NATURALISED_ORDER,"order=The legitimacy of AI use is framed in economic terms, with government figured as a 'business' and the public as 'taxpayers' whose benefit is measured as efficiency savings and return on investment.","If possible collect metrics to help to estimate any efficiency savings, value to your business and to taxpayers and the return on investment.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,NATURALISED_ORDER,"order=Comprehensive logging and monitoring of all user engagement with AI systems is presented as a normal, unquestioned requirement, justified by safety and compliance.","Additionally, all user engagement of the generative AI systems should be logged to ensure safe and compliant use.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,NATURALISED_ORDER,"order=The authority to examine and explain model outcomes rests with the system's operators and auditors, a relation presented as routine rather than contested.",The recording of the outcomes and any resulting decisions will also help when examining and looking to explain the model results.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,SAFEGUARD,safeguard=Documentation and record-keeping for audit/transparency; binding=recommendation,"it is important to maintain documentation, including methodology, description of the design choices and assumptions. Keep records from any architecture design reviews. This can help to support the ability to audit the project and support the transparency of your use of AI.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,SAFEGUARD,safeguard=Logging of model inputs and outputs; binding=recommendation,all model inputs and outputs should be logged,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,SAFEGUARD,safeguard=Logging of user engagement for safe and compliant use; binding=recommendation,all user engagement of the generative AI systems should be logged to ensure safe and compliant use,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,SAFEGUARD,safeguard=User feedback collection (human involvement); binding=recommendation,"both during the initial development stage and whilst in use, you should be collecting feedback from users on their interactions with the system",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,SAFEGUARD,"safeguard=Monitoring of problematic behaviour, hallucinations and bias; binding=recommendation","Collecting and storing metrics such as performance, ease of use and occurrences of problematic behaviour (including hallucinations and potential biases etc) helps to control and improve the AI system",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,SAFEGUARD,safeguard=Cost monitoring (FinOps oversight); binding=recommendation,"the cost of running your generative AI solutions should be monitored closely to ensure you continue to operate cost-effectively, for the given model and prompts",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,SAFEGUARD,safeguard=Data loss prevention and privacy-enhancing technologies; binding=recommendation,Data management needs to also address data loss prevention. Consider using PET to prevent data leakage,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,SAFEGUARD,safeguard=Protection of personal data via pseudonymisation; binding=recommendation,if you process personal identifiable information take action to protect peoples’ data e.g. pseudonymising data to reduce the risk of leaking sensitive information,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,ACTANTS,actant=Good data management; role=hero; threat_type=n/a,Good data management is crucial in supporting the successful implementation of generative AI solutions.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,ACTANTS,actant=Grounding data / retrieval augmented generation; role=hero; threat_type=n/a,"To improve their performance and make them more reliable, relevant information can be used to ‘ground’ the responses, for example by employing retrieval augmented generation.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,ACTANTS,actant=LLMs' outdated and non-knowledge-base nature; role=obstacle; threat_type=riesgo_tecnologico,"LLMs are not databases of knowledge, but advanced text engines. Their contents may also be out of date.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,ACTANTS,actant=Hallucinations and potential biases; role=threat; threat_type=riesgo_tecnologico,occurrences of problematic behaviour (including hallucinations and potential biases etc) helps to control and improve the AI system,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,ACTANTS,actant=Data leakage / leaking sensitive information; role=threat; threat_type=riesgo_tecnologico,"Consider using PET to prevent data leakage, and if you process personal identifiable information take action to protect peoples’ data e.g. pseudonymising data to reduce the risk of leaking sensitive information.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,ACTANTS,actant=Data loss; role=threat; threat_type=riesgo_tecnologico,Data management needs to also address data loss prevention.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,ACTANTS,actant=PET and pseudonymisation; role=hero; threat_type=n/a,Consider using PET to prevent data leakage,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,ACTANTS,actant=User feedback and logging; role=hero; threat_type=n/a,"Collecting and storing metrics such as performance, ease of use and occurrences of problematic behaviour (including hallucinations and potential biases etc) helps to control and improve the AI system.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,MODALITY,modality=deontica; marker=should,all model inputs and outputs should be logged,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,MODALITY,modality=deontica; marker=should,all user engagement of the generative AI systems should be logged to ensure safe and compliant use,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,MODALITY,modality=deontica; marker=should,you should be collecting feedback from users on their interactions with the system,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,MODALITY,modality=deontica; marker=should,the cost of running your generative AI solutions should be monitored closely to ensure you continue to operate cost-effectively,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,MODALITY,modality=deontica; marker=needs to,Data management needs to also address data loss prevention,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,MODALITY,modality=epistemica; marker=will,this information will be used to improve the performance of the system,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,MODALITY,modality=epistemica; marker=will,"When collected during use, it will be used to monitor and maintain performance",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,MODALITY,modality=epistemica; marker=will,The recording of the outcomes and any resulting decisions will also help when examining and looking to explain the model results,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,MODALITY,modality=epistemica; marker=may,Their contents may also be out of date,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,MODALITY,modality=epistemica; marker=can,"relevant information can be used to ‘ground’ the responses, for example by employing retrieval augmented generation",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,MODALITY,modality=epistemica; marker=can,This can help to support the ability to audit the project and support the transparency of your use of AI,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,AGENCY,form=nominalizacion; agent_if_named=None,Good data management is crucial in supporting the successful implementation of generative AI solutions.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,AGENCY,form=pasiva_sin_agente; agent_if_named=None,relevant information can be used to ‘ground’ the responses,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,AGENCY,form=pasiva_sin_agente; agent_if_named=None,all model inputs and outputs should be logged,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,AGENCY,form=pasiva_sin_agente; agent_if_named=None,this information will be used to improve the performance of the system,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,AGENCY,form=pasiva_sin_agente; agent_if_named=None,all user engagement of the generative AI systems should be logged to ensure safe and compliant use,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,AGENCY,form=agente_explicito; agent_if_named=you,you should be collecting feedback from users on their interactions with the system,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,AGENCY,form=nominalizacion; agent_if_named=None,"Collecting and storing metrics such as performance, ease of use and occurrences of problematic behaviour (including hallucinations and potential biases etc) helps to control and improve the AI system.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,AGENCY,form=pasiva_sin_agente; agent_if_named=None,the cost of running your generative AI solutions should be monitored closely,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,AGENCY,form=nominalizacion; agent_if_named=None,Data management needs to also address data loss prevention.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,AGENCY,form=agente_explicito; agent_if_named=you,if you process personal identifiable information take action to protect peoples’ data,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,BENEFICIARY,beneficiary=the public; noun_used=the public good,Maintaining meaningful human involvement in generative AI ensures that future innovation aligns with human values and supports the public good.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,MECHANISM,"mechanism=better decisions; how_it_works=Human involvement in setting up, tuning and testing the model improves the quality of AI-supported decision-making.","humans should be involved with setting up the systems, tuning and testing the model so the decision-making improves",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,MECHANISM,"mechanism=quality assurance / harm avoidance; how_it_works=Human oversight and assessment of AI outputs catches inaccurate or harmful content, ensuring outputs are accurate, relevant and value-aligned.","You should assess the quality of AI-generated outputs to ensure they are accurate, relevant, and align with societal values.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,MECHANISM,mechanism=public trust via transparency; how_it_works=Guaranteeing a human recipient for citizens' interactions with government services builds transparency and public trust.,You should uphold the expectation ‘to be heard’ by a human when interacting and receiving services from the government. This supports the principle of transparency and building public trust.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,MECHANISM,mechanism=value alignment / public good; how_it_works=Meaningful human involvement steers future innovation so it aligns with human values and supports the public good.,Maintaining meaningful human involvement in generative AI ensures that future innovation aligns with human values and supports the public good.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,SAFEGUARD,safeguard=Human-in-the-loop involvement and supervision; binding=recommendation,Keeping a human-in-the-loop means ensuring that there is human involvement and supervision in the operations and outcomes of generative AI systems.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,SAFEGUARD,"safeguard=Human involvement in setup, tuning, testing and actioning decisions; binding=recommendation","humans should be involved with setting up the systems, tuning and testing the model so the decision-making improves, and then actioning the decisions it suggests.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,SAFEGUARD,safeguard=Quality assessment of AI-generated outputs; binding=recommendation,"You should assess the quality of AI-generated outputs to ensure they are accurate, relevant, and align with societal values.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,SAFEGUARD,safeguard=Uphold expectation 'to be heard' by a human; binding=recommendation,You should uphold the expectation ‘to be heard’ by a human when interacting and receiving services from the government.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,SAFEGUARD,safeguard=Prohibition on fully automated decision-making in high-risk situations; binding=recommendation,You should never use generative AI to fully automate decision making in high-risk or high-impact situations.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,PROJECTED_FUTURE,"future=A future in which innovation in generative AI aligns with human values and supports the public good, secured through meaningful human involvement.; temporal_marker=future",Maintaining meaningful human involvement in generative AI ensures that future innovation aligns with human values and supports the public good.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,RESPONSIBILITY,responsible=you (unnamed; the reader — government teams/officials deploying generative AI); for_what=assessing the quality of AI-generated outputs,"You should assess the quality of AI-generated outputs to ensure they are accurate, relevant, and align with societal values.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,RESPONSIBILITY,responsible=you (unnamed; the reader — government teams/officials deploying generative AI); for_what=upholding the expectation of human interaction in government services,You should uphold the expectation ‘to be heard’ by a human when interacting and receiving services from the government.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,RESPONSIBILITY,responsible=you (unnamed; the reader — government teams/officials deploying generative AI); for_what=not fully automating decision making in high-risk or high-impact situations,You should never use generative AI to fully automate decision making in high-risk or high-impact situations.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,ACTANTS,actant=human involvement / human-in-the-loop oversight; role=hero; threat_type=n/a,Maintaining meaningful human involvement in generative AI ensures that future innovation aligns with human values and supports the public good.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,ACTANTS,actant=AI making decisions and generating content without meaningful human oversight; role=threat; threat_type=riesgo_tecnologico,relying on AI to make decisions and generate content without meaningful human oversight can have negative consequences,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,ACTANTS,actant=lack of human intervention; role=threat; threat_type=riesgo_tecnologico,A lack of human intervention might result in inaccurate or harmful outputs going unchecked.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,ACTANTS,"actant=generative AI's lack of flexibility, human understanding and compassion; role=obstacle; threat_type=riesgo_tecnologico","Generative AI also lacks flexibility, human understanding and compassion.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s61,ACTANTS,actant=fully automated decision making in high-risk or high-impact situations; role=threat; threat_type=riesgo_tecnologico,You should never use generative AI to fully automate decision making in high-risk or high-impact situations.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,METAPHOR,"expression=ground; suggested_source_domain=BUILDING / PHYSICAL SUPPORT (TERRITORY); suggested_target_domain=AI (LLM RESPONSES / KNOWLEDGE); formula=RELIABLE AI RESPONSES ARE GROUNDED STRUCTURES; lj_type=estructural; highlights=Stability, reliability, factual anchoring of model outputs to organisational information; hides=The selective, constructed nature of retrieval; that 'grounded' outputs can still be wrong; human choices behind what counts as grounding data","To improve their performance and make them more reliable, relevant information can be used to ‘ground’ the responses, for example by employing retrieval augmented generation.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,METAPHOR,"expression=engines; suggested_source_domain=MACHINE; suggested_target_domain=AI (LARGE LANGUAGE MODELS); formula=LLMS ARE ENGINES; lj_type=ontologica; highlights=Mechanical power, functional transformation of input into output, tool-like instrumentality; hides=The statistical/probabilistic nature of LLMs, their dependence on human-produced training data, and the labour and infrastructure behind them","LLMs are not databases of knowledge, but advanced text engines.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,METAPHOR,"expression=transparency; suggested_source_domain=VISION / LIGHT (PHYSICAL TRANSPARENCY); suggested_target_domain=GOVERNANCE / AI USE; formula=ACCOUNTABILITY IS VISIBILITY; lj_type=estructural; highlights=Openness, visibility, auditability of government AI use; hides=That documentation can be technically 'transparent' yet remain incomprehensible; the interpretive work needed to turn records into understanding",This can help to support the ability to audit the project and support the transparency of your use of AI.,True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
2024-01-18_STRAT_CDDO_GenerativeAIFramework,2024-01-18_STRAT_CDDO_GenerativeAIFramework::s47,METAPHOR,expression=hallucinations; suggested_source_domain=HUMAN MIND / PERCEPTION (PSYCHOLOGY); suggested_target_domain=AI (ERRONEOUS MODEL OUTPUTS); formula=AI ERRORS ARE HALLUCINATIONS; lj_type=personificacion; highlights=Frames false outputs as the perceptual malfunction of a mind-like agent; naturalises the error as an intrinsic system quirk; hides=That outputs are statistical text generation without any perception; the role of training data and design choices in producing falsehoods,"Collecting and storing metrics such as performance, ease of use and occurrences of problematic behaviour (including hallucinations and potential biases etc) helps to control and improve the AI system.",True,kimi-k3:cloud,6c67d943-17cb-4e09-b91e-150fe1c149de
